month_date_yyyymm,zip,zip_name,zip_lookup_key,zip_geoid,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,pending_listing_count,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_square_feet,median_square_feet_mm,average_listing_price,total_listing_count
202109,55327,dayton,55327dayton,2705315022,494747.5,44,46,24,16,8,44,217.5576923,0.035,2328,-0.0382,527582.15,88
202109,55104,saint paul,55104saint paul,2712358000,299900,64,33,56,0,36,52,186.6304926,-0.0162,1677.5,-0.0115,408016.7314,116
202109,56636,deer river,56636deer river,2702117495,207450,19,133.5,4,0,0,10,191.6666667,-0.0239,1086,0.0343,326874.2424,29
202109,56058,le sueur,56058le sueur,2707911890,257400,16,22,12,0,8,15,121.6913282,-0.023,2496,0.0558,302237.8472,31
202109,55103,saint paul,55103saint paul,2712358000,222400,21,27.5,12,0,8,8,172.1955128,-0.0435,1372.5,-0.0161,254717.0394,29
202109,55388,watertown,55388watertown,2701929726,366400,32,59.5,4,0,4,15,254.8387097,0.0058,1445,0.0133,368328.2987,47
202109,55906,rochester,55906rochester,2710910180,461450,53,68.5,20,0,16,50,169.4527422,0.0073,2636.5,0.0462,470383.8265,103
202109,56468,nisswa,56468nisswa,2702120366,476950,34,32.5,16,0,4,39,245.0603318,-0.0441,2388,0.0324,662407.4041,73
202109,55066,red wing,55066red wing,2704905032,295000,37,41,20,0,20,42,152.2624041,-0.0218,1791,0.1155,368893.9362,79
202109,55315,carver,55315carver,2701910144,489890,22,27,12,4,4,44,216.3755408,-0.0104,2394.5,0.1419,665740.3634,66
202109,55403,minneapolis,55403minneapolis,2705343000,284900,112,57.5,44,0,24,16,242.8657657,0.0027,1163,-0.0384,490470.3607,128
202109,55434,minneapolis,55434minneapolis,2700306382,325000,48,31,44,0,16,60,175.7357861,0.0184,1798.5,-0.021,336110.6422,108
202109,55014,circle pines,55014circle pines,2700306382,367450,41,27,32,0,24,48,182.2781062,0.0508,1898,-0.014,406723.8838,89
202109,55009,cannon falls,55009cannon falls,2703716228,375000,16,39,8,0,4,8,183.8277138,0.1039,2307.5,0.0587,503726.1312,24
202109,55446,minneapolis,55446minneapolis,2705340166,599950,54,33,36,0,20,84,195.7678133,0.0729,2895,-0.1577,584464.4239,138
202109,56071,new prague,56071new prague,2707915760,358700,16,32.5,16,0,0,27,174.606457,0.1332,2351.5,0.3361,387371.1696,43
202109,55616,two harbors,55616two harbors,2707504456,129450,28,105,8,0,4,21,108.3333333,0.1107,1250,0,153185.0263,49
202109,55126,saint paul,55126saint paul,2700306382,349450,32,39,24,0,12,52,186.8564378,0.0075,1901,0.0411,373783.5015,84
202109,55445,minneapolis,55445minneapolis,2705307966,294500,21,15,28,0,8,35,163.4247635,-0.0305,1707,-0.1461,278204.5089,56
202109,55016,cottage grove,55016cottage grove,2716313456,392450,78,33,68,4,16,143,186.5428924,-0.0213,1943,-0.0283,416300.3426,221
202109,55424,minneapolis,55424minneapolis,2705318188,1159750,34,35.5,20,0,16,30,333.5234756,-0.024,3525,0.0009,1269127.778,64
202109,56187,worthington,56187worthington,2706320042,249500,13,23.5,16,0,4,17,122.0121864,0.0175,1998,-0.067,235231.25,30
202109,55106,saint paul,55106saint paul,2712340382,227000,89,28.5,60,0,52,71,156.4372199,-0.0141,1457,-0.0099,228210.6938,160
202109,56055,lake crystal,56055lake crystal,2701309046,182400,14,28,8,0,8,6,96.58214456,0,1920,-0.0283,217852.0833,20
202109,55391,wayzata,55391wayzata,2705315148,1472500,48,50,24,0,4,31,335.5033557,-0.0023,3905,0.0475,1880447.845,79
202109,56514,barnesville,56514barnesville,2702701054,299900,19,38.5,8,0,4,9,121.2697129,0,2517.5,0.018,306326.1905,28
202109,55038,hugo,55038hugo,2700310648,494900,89,36,68,4,12,87,195.2653807,-0.0099,2337.5,-0.0321,532457.2922,176
202109,55110,saint paul,55110saint paul,2700337322,347400,36,26,40,0,12,62,177.016083,-0.027,1980,0.0471,614212.6095,98
202109,55044,lakeville,55044lakeville,2703708794,527165,151,41.5,124,20,36,259,188.2332925,0.0042,2719,-0.0049,553960.2521,410
202109,55328,delano,55328delano,2701968566,457500,28,30,16,0,4,38,208.8551043,0.1021,2185,-0.0025,505506.8125,66
202109,55082,stillwater,55082stillwater,2716304132,519500,71,38,52,0,16,80,211.767056,0.0101,2383,-0.0512,649562.4979,151
202109,55063,pine city,55063pine city,2711511098,349900,18,27.5,16,0,8,19,162.835249,-0.0574,2350,-0.0367,381584.8321,37
202109,55407,minneapolis,55407minneapolis,2705343000,272000,73,30,64,0,40,45,195.299338,0.0244,1400,-0.075,273773.2127,118
202109,55372,prior lake,55372prior lake,2703735180,549950,70,39,36,0,16,90,201.3463406,0.0123,2804,-0.0187,684359.1091,160
202109,55057,northfield,55057northfield,2703710306,314945,31,43,28,0,8,31,155.0027687,-0.0469,2001,-0.049,379722.6397,62
202109,56267,morris,56267morris,2714914824,139900,33,540.5,8,0,4,20,90.67226891,0.0022,1670.5,-0.0133,166780,53
202109,56379,sauk rapids,56379sauk rapids,2700923822,273850,19,34.5,20,0,4,33,133.4963935,-0.0243,1870.5,0.0075,268302.9814,52
202109,56310,avon,56310avon,2714500640,419900,13,57.5,4,0,4,6,182.9268293,0,2580.5,-0.0527,529850.5495,19
202109,55419,minneapolis,55419minneapolis,2705343000,425000,65,29.5,52,0,28,44,230.3794456,-0.0008,1964.5,-0.044,463635.2596,109
202109,55422,minneapolis,55422minneapolis,2705307948,299450,73,29.5,60,0,40,65,168.828553,-0.0321,1852.5,-0.024,336445.2083,138
202109,55127,saint paul,55127saint paul,2712337502,531712.5,35,41,28,0,8,38,193.9762667,-0.0359,2126,-0.1073,615809.9775,73
